,origin,label
64,calibrated/0034MH0000640010100023E01_DRCL.JPG,24
65,calibrated/0019MR0000540790100249C00_DRCL.JPG,8
66,calibrated/0019MR0000540300100200I01_DRCL.JPG,9
67,calibrated/0017ML0000500030100216C00_DRCL.JPG,9
68,calibrated/0003ML0000000520100072E01_DRCL.JPG,8
69,calibrated/0019MR0000540140100184C00_DRCL.JPG,8
70,calibrated/0032ML0000890000100877I01_DRCL.JPG,23
71,calibrated/0074MR0005030000103681I01_DRCL.JPG,21
72,calibrated/0036MH0000510030100055E01_DRCL.JPG,3
73,calibrated/0078ML0005850030102771I01_DRCL.JPG,15
74,calibrated/0034MH0000470040100046I01_DRCL.JPG,12
75,calibrated/0160ML0008660040104557D01_DRCL.JPG,8
76,calibrated/0003ML0000000230100043E01_DRCL.JPG,8
77,calibrated/0013ML0000140010100194D01_DRCL.JPG,8
78,calibrated/0078MR0005760200103855E01_DRCL.JPG,8
79,calibrated/0065ML0003350000102429I01_DRCL.JPG,23
80,calibrated/0078MR0005760520103887E01_DRCL.JPG,8
81,calibrated/0017MR0000500080100080C00_DRCL.JPG,8
82,calibrated/0044MR0002011450102524E01_DRCL.JPG,20
83,calibrated/0170ML0009050000104679I01_DRCL.JPG,9
84,calibrated/0157MR0008550010201323I01_DRCL.JPG,8
85,calibrated/0153MR0008470090201251I01_DRCL.JPG,8
86,calibrated/0003ML0000000280100048E01_DRCL.JPG,8
87,calibrated/0078ML0005850040102772D01_DRCL.JPG,15
88,calibrated/0019MR0000540320100202I01_DRCL.JPG,8
89,calibrated/0150ML0008430000104434E01_DRCL.JPG,14
90,calibrated/0153MR0008480200201292E01_DRCL.JPG,8
91,calibrated/0118ML0007320300103759E01_DRCL.JPG,2
92,calibrated/0173MR0008900000201794E01_DRCL.JPG,0
93,calibrated/0045MR0002080420102624E01_DRCL.JPG,8
94,calibrated/0098MH0001380000101145I01_DRCL.JPG,10
95,calibrated/0064MR0002850600103238E01_DRCL.JPG,8
96,calibrated/0078MR0005860090103927E01_DRCL.JPG,8
97,calibrated/0072MR0005610160103641E01_DRCL.JPG,8
98,calibrated/0019MR0000540300100200C00_DRCL.JPG,9
99,calibrated/0003MR0000000320100024D01_DRCL.JPG,14
100,calibrated/0118ML0007320320103761E01_DRCL.JPG,20
101,calibrated/0170ML0009050320104711E01_DRCL.JPG,9
102,calibrated/0128ML0007340000103941I01_DRCL.JPG,21
103,calibrated/0162ML0008730030104584I01_DRCL.JPG,8
104,calibrated/0069MR0004180010103464I01_DRCL.JPG,21
105,calibrated/0045MR0002080370102619E01_DRCL.JPG,8
106,calibrated/0076MR0005710080103773E01_DRCL.JPG,8
107,calibrated/0153ML0008480260104484I01_DRCL.JPG,8
108,calibrated/0157ML0008550020104531E01_DRCL.JPG,8
109,calibrated/0096MH0001340010101135E01_DRCL.JPG,10
110,calibrated/0084ML0003740000102846I01_DRCL.JPG,23
111,calibrated/0065ML0003350000102429E01_DRCL.JPG,23
112,calibrated/0044MR0002011160102495E01_DRCL.JPG,8
113,calibrated/0065MR0003370010103265I01_DRCL.JPG,16
114,calibrated/0150ML0008430000104434I01_DRCL.JPG,14
115,calibrated/0180MH0001490020102527E01_DRCL.JPG,5
116,calibrated/0035MR0001440120100829Q01_DRCL.JPG,20
117,calibrated/0177MH0002260000102373I01_DRCL.JPG,20
118,calibrated/0077MR0005750020103777E01_DRCL.JPG,8
119,calibrated/0180MH0001490020102530I01_DRCL.JPG,5
120,calibrated/0019MR0000540740100244C00_DRCL.JPG,8
121,calibrated/0159ML0008630010104539E01_DRCL.JPG,8
122,calibrated/0128ML0006510000103943I01_DRCL.JPG,23
123,calibrated/0096ML0006630020102942I01_DRCL.JPG,10
124,calibrated/0019ML0000540850100366C00_DRCL.JPG,8
125,calibrated/0032ML0000870000100875E01_DRCL.JPG,23
126,calibrated/0164MR0008850020201591E01_DRCL.JPG,8
127,calibrated/0074MR0004880120103705E01_DRCL.JPG,8
128,calibrated/0070MR0004940060103486E01_DRCL.JPG,8
129,calibrated/0019MR0000590130100167I01_DRCL.JPG,8
130,calibrated/0074MR0004880210103714E01_DRCL.JPG,8
131,calibrated/0159MR0008640170201372I01_DRCL.JPG,8
132,calibrated/0044MR0002011620102541E01_DRCL.JPG,8
133,calibrated/0013ML0000140000100193I01_DRCL.JPG,9
134,calibrated/0050ML0002300280102176E01_DRCL.JPG,8
135,calibrated/0017MR0000500000100072I01_DRCL.JPG,9
136,calibrated/0073ML0003790000102654I01_DRCL.JPG,23
137,calibrated/0162MR0008720000201422E01_DRCL.JPG,8
138,calibrated/0078MR0005860190103937E01_DRCL.JPG,8
139,calibrated/0055ML0002550000102279E01_DRCL.JPG,8
140,calibrated/0155MR0008520070201312E01_DRCL.JPG,8
141,calibrated/0093ML0006020010102918I01_DRCL.JPG,10
142,calibrated/0078MR0005860350103953E01_DRCL.JPG,8
143,calibrated/0050MR0002290770102842E01_DRCL.JPG,8
144,calibrated/0019ML0000540310100312C00_DRCL.JPG,9
145,calibrated/0158MR0008600050201348I01_DRCL.JPG,14
146,calibrated/0153MR0008480090201281I01_DRCL.JPG,8
147,calibrated/0153MR0008480230201295E01_DRCL.JPG,8
148,calibrated/0180MH0001490020102529E01_DRCL.JPG,5
149,calibrated/0164MR0008810000201518E01_DRCL.JPG,8
150,calibrated/0035MR0001440120100827Q01_DRCL.JPG,20
151,calibrated/0017ML0000500170100230I01_DRCL.JPG,8
152,calibrated/0060MH0000370020100561I01_DRCL.JPG,24
153,calibrated/0017MR0000500240100096C00_DRCL.JPG,8
154,calibrated/0074MR0005630080103725E01_DRCL.JPG,8
155,calibrated/0098MH0001370000101142E01_DRCL.JPG,10
156,calibrated/0019ML0000540780100359I01_DRCL.JPG,8
157,calibrated/0069MR0004170000103478E01_DRCL.JPG,21
158,calibrated/0044MR0002010940102473E01_DRCL.JPG,8
159,calibrated/0164MR0008850180201607E01_DRCL.JPG,8
160,calibrated/0154ML0008510210104512E01_DRCL.JPG,8
161,calibrated/0180MH0001490020102537E01_DRCL.JPG,5
162,calibrated/0064MR0002850430103221E01_DRCL.JPG,8
163,calibrated/0170ML0009050260104705E01_DRCL.JPG,9
164,calibrated/0034MH0000470030100045E01_DRCL.JPG,12
165,calibrated/0044MR0002010720102451E01_DRCL.JPG,8
166,calibrated/0153MR0008470100201252E01_DRCL.JPG,8
167,calibrated/0072MR0005580000103604E01_DRCL.JPG,8
168,calibrated/0078ML0005820000102764I01_DRCL.JPG,15
169,calibrated/0003ML0000000360100056E01_DRCL.JPG,9
170,calibrated/0051MR0002310620102917E01_DRCL.JPG,8
171,calibrated/0044MR0002011060102485E01_DRCL.JPG,8
172,calibrated/0078ML0005900000102767I01_DRCL.JPG,15
173,calibrated/0045MR0002080230102605E01_DRCL.JPG,8
174,calibrated/0017MR0000500060100078C00_DRCL.JPG,8
175,calibrated/0019MR0000590070100161C00_DRCL.JPG,8
176,calibrated/0159MR0008610010201352D01_DRCL.JPG,8
177,calibrated/0153MR0008480320201304E01_DRCL.JPG,8
178,calibrated/0078MR0005860230103941E01_DRCL.JPG,8
179,calibrated/0170ML0009050090104688I01_DRCL.JPG,9
180,calibrated/0061ML0003150000102386M00_DRCL.JPG,21
181,calibrated/0019MR0000540150100185C00_DRCL.JPG,8
182,calibrated/0078MR0005760390103874E01_DRCL.JPG,8
183,calibrated/0150ML0008420020104433I01_DRCL.JPG,8
184,calibrated/0025ML0001270190100826E01_DRCL.JPG,8
185,calibrated/0050MR0002290270102792E01_DRCL.JPG,8
186,calibrated/0153MR0008480160201288I01_DRCL.JPG,8
187,calibrated/0055MR0002530010103073E01_DRCL.JPG,8
188,calibrated/0153MR0008480140201286E01_DRCL.JPG,8
189,calibrated/0085MH0001130000100957C00_DRCL.JPG,13
190,calibrated/0019MR0000540060100176C00_DRCL.JPG,9
191,calibrated/0096MH0001280000101133I01_DRCL.JPG,10
192,calibrated/0019ML0000540120100293C00_DRCL.JPG,8
193,calibrated/0025ML0001270100100817E01_DRCL.JPG,20
194,calibrated/0064MR0002850550103233E01_DRCL.JPG,8
195,calibrated/0061ML0003150000102390Q01_DRCL.JPG,21
196,calibrated/0003ML0000000720100092E01_DRCL.JPG,8
197,calibrated/0050ML0002300170102165E01_DRCL.JPG,8
198,calibrated/0085MH0001130000100959C00_DRCL.JPG,13
199,calibrated/0150MR0008430080201223I01_DRCL.JPG,14
200,calibrated/0017ML0000550150100278C00_DRCL.JPG,8
201,calibrated/0070MR0004940220103502E01_DRCL.JPG,8
202,calibrated/0017MR0000510090100115C00_DRCL.JPG,8
203,calibrated/0064MR0003460000103256E01_DRCL.JPG,17
204,calibrated/0084MH0000710000100890C00_DRCL.JPG,13
205,calibrated/0017ML0000500130100226B00_DRCL.JPG,8
206,calibrated/0013MR0000120050100044I01_DRCL.JPG,8
207,calibrated/0017MR0000500160100088I01_DRCL.JPG,8
208,calibrated/0081ML0004430000102822E01_DRCL.JPG,23
209,calibrated/0081ML0003220000102837E01_DRCL.JPG,23
210,calibrated/0034MH0000630010100021C00_DRCL.JPG,24
211,calibrated/0077MR0005750440103819E01_DRCL.JPG,8
212,calibrated/0173MR0008990000201803I01_DRCL.JPG,21
213,calibrated/0057ML0002640040102300E01_DRCL.JPG,8
214,calibrated/0079MR0004470000104006I01_DRCL.JPG,21
215,calibrated/0093ML0006030010102921E01_DRCL.JPG,10
216,calibrated/0019ML0000540630100344C00_DRCL.JPG,8
217,calibrated/0003ML0000000840100104E01_DRCL.JPG,8
218,calibrated/0065ML0003430000102421I01_DRCL.JPG,23
219,calibrated/0081MR0004380010104057I01_DRCL.JPG,17
220,calibrated/0096ML0006620010102938I01_DRCL.JPG,10
221,calibrated/0013ML0000150070100190I01_DRCL.JPG,9
222,calibrated/0066ML0003650000102513M00_DRCL.JPG,21
223,calibrated/0019MR0000590090100163I01_DRCL.JPG,8
224,calibrated/0050MR0002290080102773E01_DRCL.JPG,8
225,calibrated/0050ML0002300230102171E01_DRCL.JPG,20
226,calibrated/0013MR0000020050100033D01_DRCL.JPG,14
227,calibrated/0067MR0004840170103403E01_DRCL.JPG,8
228,calibrated/0073ML0004210000102656I01_DRCL.JPG,23
229,calibrated/0069MR0004050000103469I01_DRCL.JPG,21
230,calibrated/0051MR0002310330102888E01_DRCL.JPG,8
231,calibrated/0067MR0004840220103408E01_DRCL.JPG,8
232,calibrated/0170ML0009050270104706E01_DRCL.JPG,9
233,calibrated/0095ML0006210000102933E01_DRCL.JPG,15
234,calibrated/0074MR0004880190103712E01_DRCL.JPG,8
235,calibrated/0052ML0002400010102211E01_DRCL.JPG,8
236,calibrated/0044MR0002011240102503E01_DRCL.JPG,8
237,calibrated/0154ML0008510300104521E01_DRCL.JPG,23
238,calibrated/0085MH0001130000100954I01_DRCL.JPG,9
239,calibrated/0096MH0001280000101124E01_DRCL.JPG,10
240,calibrated/0044MR0002011170102496E01_DRCL.JPG,8
241,calibrated/0077MR0005750530103828E01_DRCL.JPG,8
242,calibrated/0163MR0008780000201495I01_DRCL.JPG,8
243,calibrated/0094MH0001250050101098I01_DRCL.JPG,3
244,calibrated/0069MR0004040000103468E01_DRCL.JPG,21
245,calibrated/0019MR0000540270100197C00_DRCL.JPG,9
246,calibrated/0081MR0004410010104054I01_DRCL.JPG,17
247,calibrated/0073ML0003930000102640I01_DRCL.JPG,23
248,calibrated/0059MR0002700030103144E01_DRCL.JPG,8
249,calibrated/0155MR0008540000201319C00_DRCL.JPG,8
250,calibrated/0159MR0008640030201358E01_DRCL.JPG,8
251,calibrated/0017ML0000550000100263C00_DRCL.JPG,8
252,calibrated/0093MR0006080000104332I01_DRCL.JPG,21
253,calibrated/0159MR0008610000201351D01_DRCL.JPG,8
254,calibrated/0017ML0000500220100235I01_DRCL.JPG,8
255,calibrated/0159MR0008640200201375I01_DRCL.JPG,8
256,calibrated/0019ML0000540640100345C00_DRCL.JPG,8
257,calibrated/0153ML0008480270104485I01_DRCL.JPG,8
258,calibrated/0073ML0003930000102640E01_DRCL.JPG,23
259,calibrated/0025ML0001270280100835E01_DRCL.JPG,8
260,calibrated/0154ML0008510340104525E01_DRCL.JPG,8
261,calibrated/0013MR0000140100100063D01_DRCL.JPG,8
262,calibrated/0017MR0000500050100077I01_DRCL.JPG,8
263,calibrated/0017ML0000550020100265I01_DRCL.JPG,8
264,calibrated/0074MR0004880070103700E01_DRCL.JPG,8
265,calibrated/0074MR0005110000103689E01_DRCL.JPG,21
266,calibrated/0019MR0000540230100193I01_DRCL.JPG,8
267,calibrated/0078ML0005790000102803E01_DRCL.JPG,15
268,calibrated/0170ML0009050130104692E01_DRCL.JPG,9
269,calibrated/0179MH0002170010102506C00_DRCL.JPG,1
270,calibrated/0035MR0001440120100830Q01_DRCL.JPG,20
271,calibrated/0042MR0001940850102300E01_DRCL.JPG,8
272,calibrated/0069MR0004060010103470I01_DRCL.JPG,21
273,calibrated/0017MR0000500240100096I01_DRCL.JPG,8
274,calibrated/0061ML0003150000102388M00_DRCL.JPG,21
275,calibrated/0017MR0000550020100124C00_DRCL.JPG,8
276,calibrated/0019MR0000540570100227C00_DRCL.JPG,8
277,calibrated/0034MH0000660010100027E01_DRCL.JPG,24
278,calibrated/0153ML0008480210104479I01_DRCL.JPG,8
279,calibrated/0153ML0008480310104489I01_DRCL.JPG,8
280,calibrated/0096MH0001340030101137I01_DRCL.JPG,10
281,calibrated/0019MR0000540160100186I01_DRCL.JPG,8
282,calibrated/0078ML0005850020102770D01_DRCL.JPG,15
283,calibrated/0019ML0000540210100302C00_DRCL.JPG,8
284,calibrated/0051MR0002310460102901E01_DRCL.JPG,8
285,calibrated/0164MR0008850160201605I01_DRCL.JPG,8
286,calibrated/0019ML0000540270100308I01_DRCL.JPG,9
287,calibrated/0017ML0000500260100239B00_DRCL.JPG,8
288,calibrated/0013ML0000150000100183I01_DRCL.JPG,8
289,calibrated/0019MR0000530010100139I01_DRCL.JPG,8
290,calibrated/0074MR0004880000103693E01_DRCL.JPG,8
291,calibrated/0003ML0000000630100083I01_DRCL.JPG,8
292,calibrated/0003ML0000000520100072I01_DRCL.JPG,8
293,calibrated/0013MR0000120130100052I01_DRCL.JPG,8
294,calibrated/0098ML0006650010102949I01_DRCL.JPG,10
295,calibrated/0003ML0000001280100148I01_DRCL.JPG,8
296,calibrated/0078MR0005760160103851E01_DRCL.JPG,8
297,calibrated/0073MR0003910010103663E01_DRCL.JPG,17
298,calibrated/0150MR0008430120201227I01_DRCL.JPG,14
299,calibrated/0050MR0002290020102767E01_DRCL.JPG,8
300,calibrated/0103ML0006770000103029I01_DRCL.JPG,19
301,calibrated/0034MH0000480020100039E01_DRCL.JPG,1
302,calibrated/0017MR0000550080100130C00_DRCL.JPG,8
303,calibrated/0066MR0002930380103315E01_DRCL.JPG,8
304,calibrated/0163MR0008780040201499I01_DRCL.JPG,8
305,calibrated/0017MR0000500120100084I01_DRCL.JPG,8
306,calibrated/0158MR0008530000201333I01_DRCL.JPG,8
307,calibrated/0163MR0008780090201504I01_DRCL.JPG,8
308,calibrated/0039MR0001770000101219E01_DRCL.JPG,8
309,calibrated/0157ML0008550000104529E01_DRCL.JPG,8
310,calibrated/0017MR0000550130100135C00_DRCL.JPG,8
311,calibrated/0163MR0008780000201495E01_DRCL.JPG,8
312,calibrated/0013ML0000140130100206D01_DRCL.JPG,8
313,calibrated/0065ML0002880000102437E01_DRCL.JPG,23
314,calibrated/0151MR0008450030201241E01_DRCL.JPG,8
315,calibrated/0095MH0001320010101115E01_DRCL.JPG,15
316,calibrated/0003ML0000000760100096I01_DRCL.JPG,8
317,calibrated/0003ML0000000370100057I01_DRCL.JPG,9
318,calibrated/0003ML0000000610100081E01_DRCL.JPG,8
319,calibrated/0025MR0001230110100709E01_DRCL.JPG,8
320,calibrated/0177MH0001320010102444I01_DRCL.JPG,15
321,calibrated/0067MR0004840340103420E01_DRCL.JPG,8
322,calibrated/0069ML0004150000102560M00_DRCL.JPG,21
323,calibrated/0074MR0004880030103696E01_DRCL.JPG,8
324,calibrated/0094MH0001250050101105E01_DRCL.JPG,3
325,calibrated/0019ML0000540480100329C00_DRCL.JPG,8
326,calibrated/0017MR0000500180100090C00_DRCL.JPG,8
327,calibrated/0154ML0008510170104508I01_DRCL.JPG,8
328,calibrated/0019MR0000540650100235C00_DRCL.JPG,8
329,calibrated/0117ML0005290020103728I01_DRCL.JPG,10
330,calibrated/0061ML0003150000102388Q01_DRCL.JPG,21
331,calibrated/0074MR0005630040103721E01_DRCL.JPG,8
332,calibrated/0076ML0005260000102702I01_DRCL.JPG,15
333,calibrated/0034MH0000440010100031I01_DRCL.JPG,12
334,calibrated/0003ML0000000170100037E01_DRCL.JPG,9
335,calibrated/0051ML0002320180102196E01_DRCL.JPG,8
336,calibrated/0090ML0004770000102908E01_DRCL.JPG,10
337,calibrated/0170ML0009050100104689E01_DRCL.JPG,9
338,calibrated/0003ML0000001210100141I01_DRCL.JPG,8
339,calibrated/0066ML0003650000102514Q01_DRCL.JPG,21
340,calibrated/0095ML0006210000102933I01_DRCL.JPG,15
341,calibrated/0118ML0007320120103741I01_DRCL.JPG,20
342,calibrated/0019MR0000540080100178I01_DRCL.JPG,8
343,calibrated/0096MH0001280000101133E01_DRCL.JPG,10
344,calibrated/0013MR0000020040100032D01_DRCL.JPG,14
345,calibrated/0025ML0001270010100808E01_DRCL.JPG,8
346,calibrated/0077MR0005750260103801E01_DRCL.JPG,8
347,calibrated/0013ML0000150020100185E01_DRCL.JPG,9
348,calibrated/0003ML0000001010100121E01_DRCL.JPG,8
349,calibrated/0042MR0001941230102338E01_DRCL.JPG,8
350,calibrated/0017MR0000510060100112I01_DRCL.JPG,8
351,calibrated/0017ML0000500190100232C00_DRCL.JPG,8
352,calibrated/0019ML0000540130100294I01_DRCL.JPG,8
353,calibrated/0019MR0000540710100241I01_DRCL.JPG,8
354,calibrated/0059MR0002700020103143E01_DRCL.JPG,8
355,calibrated/0013ML0000140080100201D01_DRCL.JPG,8
356,calibrated/0160ML0008660010104554D01_DRCL.JPG,8
357,calibrated/0040ML0001860010101339E01_DRCL.JPG,8
358,calibrated/0077MR0005750430103818E01_DRCL.JPG,8
359,calibrated/0078MR0005860290103947E01_DRCL.JPG,8
360,calibrated/0081ML0004330000102832E01_DRCL.JPG,23
361,calibrated/0003ML0000000210100041E01_DRCL.JPG,8
362,calibrated/0061ML0003150000102389Q01_DRCL.JPG,21
363,calibrated/0019ML0000540610100342I01_DRCL.JPG,8
364,calibrated/0050MR0002290610102826E01_DRCL.JPG,8
365,calibrated/0066MR0002930510103328E01_DRCL.JPG,8
366,calibrated/0094ML0006060000102923E01_DRCL.JPG,10
367,calibrated/0042MR0001940990102314E01_DRCL.JPG,8
368,calibrated/0061ML0003150000102392Q01_DRCL.JPG,21
369,calibrated/0053ML0002440220102242E01_DRCL.JPG,8
370,calibrated/0077MR0005750340103809E01_DRCL.JPG,8
371,calibrated/0033ML0000310000100880E01_DRCL.JPG,23
372,calibrated/0050MR0002290880102853E01_DRCL.JPG,8
373,calibrated/0017ML0000550110100274C00_DRCL.JPG,8
374,calibrated/0153MR0008480310201303I01_DRCL.JPG,8
375,calibrated/0019MR0000540170100187C00_DRCL.JPG,8
376,calibrated/0019ML0000540360100317C00_DRCL.JPG,8
377,calibrated/0048MR0002170010102695E01_DRCL.JPG,8
378,calibrated/0017ML0000500150100228B00_DRCL.JPG,8
379,calibrated/0180ML0006480000105259E01_DRCL.JPG,4
380,calibrated/0014MR0000210020100071E01_DRCL.JPG,14
381,calibrated/0019ML0000540120100293I01_DRCL.JPG,8
382,calibrated/0013MR0000140010100054D01_DRCL.JPG,9
383,calibrated/0017ML0000500180100231I01_DRCL.JPG,8
384,calibrated/0003ML0000001240100144I01_DRCL.JPG,24
385,calibrated/0019MR0000540080100178C00_DRCL.JPG,9
386,calibrated/0017MR0000510000100106I01_DRCL.JPG,8
387,calibrated/0094MH0001250050101104E01_DRCL.JPG,3
388,calibrated/0042MR0001940830102298E01_DRCL.JPG,8
389,calibrated/0153ML0008480100104468I01_DRCL.JPG,8
390,calibrated/0053MR0002470060103015E01_DRCL.JPG,8
391,calibrated/0003MR0000000100100002I01_DRCL.JPG,14
392,calibrated/0095ML0006050000102929E01_DRCL.JPG,15
393,calibrated/0151MR0008450010201239I01_DRCL.JPG,8
394,calibrated/0065MR0003400010103262I01_DRCL.JPG,17
395,calibrated/0019MR0000540610100231I01_DRCL.JPG,8
396,calibrated/0074MR0005080000103686I01_DRCL.JPG,21
397,calibrated/0044MR0002010620102441E01_DRCL.JPG,8
398,calibrated/0069ML0004150000102551Q01_DRCL.JPG,21
399,calibrated/0061ML0003150000102387M00_DRCL.JPG,21
400,calibrated/0019MR0000540510100221C00_DRCL.JPG,8
401,calibrated/0032ML0000810000100868I01_DRCL.JPG,23
402,calibrated/0042MR0001940790102294E01_DRCL.JPG,8
403,calibrated/0096MH0001350020101131E01_DRCL.JPG,10
404,calibrated/0003ML0000000610100081I01_DRCL.JPG,8
405,calibrated/0050ML0002300000102148E01_DRCL.JPG,8
406,calibrated/0148ML0008390000104431I01_DRCL.JPG,19
407,calibrated/0003ML0000000500100070I01_DRCL.JPG,8
408,calibrated/0003MR0000000190100011D01_DRCL.JPG,14
409,calibrated/0039MR0001740030101231E01_DRCL.JPG,8
410,calibrated/0179MH0002150010102504E01_DRCL.JPG,12
411,calibrated/0173MR0008980000201802E01_DRCL.JPG,4
412,calibrated/0034MH0000470050100047C00_DRCL.JPG,12
413,calibrated/0155MR0008520080201313I01_DRCL.JPG,8
414,calibrated/0085MH0001130000100968I01_DRCL.JPG,13
415,calibrated/0073ML0003920000102641I01_DRCL.JPG,23
416,calibrated/0077ML0005230000102733E01_DRCL.JPG,10
417,calibrated/0153MR0008480190201291E01_DRCL.JPG,8
418,calibrated/0017ML0000510010100248C00_DRCL.JPG,8
419,calibrated/0164MR0008850090201598E01_DRCL.JPG,8
420,calibrated/0093MH0001290010101077E01_DRCL.JPG,10
421,calibrated/0019ML0000540080100289I01_DRCL.JPG,8
422,calibrated/0153ML0008480030104461E01_DRCL.JPG,8
423,calibrated/0032ML0000620000100855I01_DRCL.JPG,23
424,calibrated/0065ML0003420000102422E01_DRCL.JPG,23
425,calibrated/0163MR0008780060201501I01_DRCL.JPG,8
426,calibrated/0164MR0008850060201595I01_DRCL.JPG,8
427,calibrated/0067MR0004840450103431E01_DRCL.JPG,8
428,calibrated/0061ML0003150000102385Q01_DRCL.JPG,21
429,calibrated/0070MR0004940210103501E01_DRCL.JPG,8
430,calibrated/0017MR0000510020100108I01_DRCL.JPG,8
431,calibrated/0013MR0000120030100042I01_DRCL.JPG,8
432,calibrated/0079MR0004450000104008E01_DRCL.JPG,17
433,calibrated/0158MR0008600020201345D01_DRCL.JPG,14
434,calibrated/0039MR0001770050101224E01_DRCL.JPG,8
435,calibrated/0078MR0005860060103924E01_DRCL.JPG,8
436,calibrated/0053MR0002460010103000E01_DRCL.JPG,8
437,calibrated/0159MR0008640050201360E01_DRCL.JPG,8
438,calibrated/0019ML0000540730100354B00_DRCL.JPG,8
439,calibrated/0117MR0005970000200672I01_DRCL.JPG,17
440,calibrated/0159MR0008640170201372E01_DRCL.JPG,8
441,calibrated/0032MR0000760020100776I01_DRCL.JPG,11
442,calibrated/0034MH0000450010100035I01_DRCL.JPG,12
443,calibrated/0050MR0002280070102758E01_DRCL.JPG,8
444,calibrated/0072MR0005610250103650E01_DRCL.JPG,8
445,calibrated/0042MR0001940970102312E01_DRCL.JPG,8
446,calibrated/0095ML0006230000102935E01_DRCL.JPG,15
447,calibrated/0157ML0008550060104535E01_DRCL.JPG,8
448,calibrated/0153ML0008490000104453I01_DRCL.JPG,8
449,calibrated/0014ML0000190000100210I01_DRCL.JPG,10
